Gene	gene_id	chr	start	stop	type	gene_name.84	gene_id.84	gene_type.84	gnomAD_transcript	exp_lof	oe_lof	LOEUF	homozygous_lof	Huang_pHI	RVIS	Gene_Avg_PCT
ATP5F1A	ENSG00000152234	chr18	46080248	46104334	protein_coding	ATP5A1	ENSG00000152234	protein_coding	ENST00000282050	26.05	0.038388	0.182	FALSE	NA	-0.289508925	0.00259375
ATP5F1B	ENSG00000110955	chr12	56638175	56645984	protein_coding	ATP5B	ENSG00000110955	protein_coding	ENST00000262030	20.368	0.098191	0.309	FALSE	NA	0.001026978	0.0598
ATP5F1C	ENSG00000165629	chr10	7788147	7807815	protein_coding	ATP5C1	ENSG00000165629	protein_coding	ENST00000356708	17.773	0.45011	0.812	FALSE	NA	-0.352612931	0.185
ATP5F1D	ENSG00000099624	chr19	1241746	1244825	protein_coding	ATP5D	ENSG00000099624	protein_coding	ENST00000215375	4.1411	0.48297	1.457	FALSE	NA	NA	0.00233333333333333
ATP5F1E	ENSG00000124172	chr20	59025475	59032345	protein_coding	ATP5E	ENSG00000124172	protein_coding	ENST00000243997	3.5315	0.8495	1.79	FALSE	NA	0.235962947	0.0243225806451613
ATP5IF1	ENSG00000130770	chr1	28236109	28246906	protein_coding	ATPIF1	ENSG00000130770	protein_coding	ENST00000335514	6.1086	0.98221	1.763	FALSE	NA	-0.153141433	0.0225
ATP5MC1	ENSG00000159199	chr17	48892765	48895871	protein_coding	ATP5G1	ENSG00000159199	protein_coding	ENST00000393366	5.315	0.18815	0.891	FALSE	NA	0.037270455	0.0127551020408163
ATP5MC2	ENSG00000135390	chr12	53632726	53677408	protein_coding	ATP5G2	ENSG00000135390	protein_coding	ENST00000394349	8.4187	0.95026	1.659	FALSE	NA	0.196750802	0.180333333333333
ATP5MC3	ENSG00000154518	chr2	175176258	175181710	protein_coding	ATP5G3	ENSG00000154518	protein_coding	ENST00000284727	7.6238	0.26234	0.826	FALSE	NA	0.107249158	0.0823720930232558
ATP5ME	ENSG00000169020	chr4	672436	674330	protein_coding	ATP5I	ENSG00000169020	protein_coding	ENST00000304312	4.4924	0.4452	1.367	FALSE	NA	0.128337517	0
ATP5MF	ENSG00000241468	chr7	99448475	99466186	protein_coding	ATP5J2	ENSG00000241468	protein_coding	ENST00000292475	4.9717	0.60341	1.503	FALSE	NA	0.077882139	0
ATP5MF-PTCD1	ENSG00000248919	chr7	99419749	99466197	protein_coding	ATP5J2-PTCD1	ENSG00000248919	protein_coding	ENST00000413834	29.408	0.8161	1.148	FALSE	NA	0.799070075	0.0219354838709677
ATP5MG	ENSG00000167283	chr11	118401606	118431496	protein_coding	ATP5L	ENSG00000167283	protein_coding	ENST00000300688	5.6973	0.70209	1.55	FALSE	NA	-0.107217405	0.028
ATP5MGL	ENSG00000249222	chr22	42639803	42640601	protein_coding	ATP5L2	ENSG00000249222	protein_coding	ENST00000505920	1.541	2.5957	1.962	FALSE	NA	0.110997316	0
ATP5MJ	ENSG00000156411	chr14	103912288	103928269	protein_coding	C14orf2	ENSG00000156411	protein_coding	ENST00000414262	5.4121	0	0.553	FALSE	NA	0.235962947	0.000571428571428571
ATP5MK	ENSG00000173915	chr10	103389041	103396492	protein_coding	USMG5	ENSG00000173915	protein_coding	ENST00000369825	3.2148	0.62213	1.688	FALSE	NA	0.083195142	NA
ATP5PB	ENSG00000116459	chr1	111448864	111462773	protein_coding	ATP5F1	ENSG00000116459	protein_coding	ENST00000369722	15.159	0.46177	0.867	FALSE	NA	-0.348864129	0.0606744186046512
ATP5PD	ENSG00000167863	chr17	75038863	75046985	protein_coding	ATP5H	ENSG00000167863	protein_coding	ENST00000301587	8.487	0.70697	1.387	FALSE	NA	0.102718516	NA
ATP5PF	ENSG00000154723	chr21	25716503	25735673	protein_coding	ATP5J	ENSG00000154723	protein_coding	ENST00000457143	6.3252	0.63239	1.425	FALSE	NA	0.173479835	NA
ATP5PO	ENSG00000241837	chr21	33903453	33915814	protein_coding	ATP5O	ENSG00000241837	protein_coding	ENST00000290299	11.787	0.33936	0.777	FALSE	NA	0.229866037	0
ATP6AP1	ENSG00000071553	chrX	154428633	154436516	protein_coding	ATP6AP1	ENSG00000071553	protein_coding	ENST00000369762	14.06	0	0.213	FALSE	0.067534855	-0.508898082	0.047
ATP6AP2	ENSG00000182220	chrX	40579372	40606848	protein_coding	ATP6AP2	ENSG00000182220	protein_coding	ENST00000378438	11.071	0.090328	0.429	FALSE	0.213725409	-0.518762939	0.43975
ATP6V0A1	ENSG00000033627	chr17	42458844	42522582	protein_coding	ATP6V0A1	ENSG00000033627	protein_coding	ENST00000264649	48.982	0.14291	0.268	FALSE	0.411673245	-0.847944353	0.0506666666666667
ATP6V0A2	ENSG00000185344	chr12	123712353	123761755	protein_coding	ATP6V0A2	ENSG00000185344	protein_coding	ENST00000330342	46.652	0.53589	0.748	FALSE	0.124260234	-0.295767769	0.09109375
ATP6V0A4	ENSG00000105929	chr7	138706294	138799560	protein_coding	ATP6V0A4	ENSG00000105929	protein_coding	ENST00000310018	48.469	0.76337	1.004	FALSE	0.084008171	-0.197204882	0
ATP6V0B	ENSG00000117410	chr1	43974487	43978295	protein_coding	ATP6V0B	ENSG00000117410	protein_coding	ENST00000472174	10.754	0	0.278	FALSE	0.440745809	-0.301378207	0.00425
ATP6V0C	ENSG00000185883	chr16	2513952	2520218	protein_coding	ATP6V0C	ENSG00000185883	protein_coding	ENST00000330398	4.4835	0	0.667	FALSE	0.096725952	-0.218590278	0.199
ATP6V0D1	ENSG00000159720	chr16	67438014	67481181	protein_coding	ATP6V0D1	ENSG00000159720	protein_coding	ENST00000290949	17.671	0.05659	0.268	FALSE	0.384752989	-0.443679608	0.0359166666666667
ATP6V0D2	ENSG00000147614	chr8	85987323	86154225	protein_coding	ATP6V0D2	ENSG00000147614	protein_coding	ENST00000285393	18.149	0.93668	1.404	FALSE	0.150003092	0.568349876	0.001
ATP6V0E1	ENSG00000113732	chr5	172983771	173035445	protein_coding	ATP6V0E1	ENSG00000113732	protein_coding	ENST00000519374	5.017	0.19932	0.943	FALSE	0.255467159	-0.102687191	0.07104
ATP6V0E2	ENSG00000171130	chr7	149872968	149891204	protein_coding	ATP6V0E2	ENSG00000171130	protein_coding	ENST00000421974	3.9244	0.25481	1.189	FALSE	0.014664258	0.41121801	0.023
ATP6V1A	ENSG00000114573	chr3	113747033	113812056	protein_coding	ATP6V1A	ENSG00000114573	protein_coding	ENST00000273398	33.043	0.18158	0.358	FALSE	0.594298248	-0.445241967	0.184692307692308
ATP6V1B1	ENSG00000116039	chr2	70935900	70965431	protein_coding	ATP6V1B1	ENSG00000116039	protein_coding	ENST00000234396	28.162	0.63915	0.948	FALSE	0.123167959	-0.461178621	NA
ATP6V1B2	ENSG00000147416	chr8	20197381	20226819	protein_coding	ATP6V1B2	ENSG00000147416	protein_coding	ENST00000276390	31.925	0.12529	0.287	FALSE	0.285656115	-0.585201029	0.171538461538462
ATP6V1C1	ENSG00000155097	chr8	103021063	103073051	protein_coding	ATP6V1C1	ENSG00000155097	protein_coding	ENST00000395862	22.182	0.45082	0.765	FALSE	0.410709354	-0.410564403	0.0586046511627907
ATP6V1C2	ENSG00000143882	chr2	10721100	10785110	protein_coding	ATP6V1C2	ENSG00000143882	protein_coding	ENST00000272238	25.879	0.61825	0.939	FALSE	0.145872264	0.452445652	0.0880833333333333
ATP6V1D	ENSG00000100554	chr14	67294371	67360265	protein_coding	ATP6V1D	ENSG00000100554	protein_coding	ENST00000216442	18.982	0.52683	0.894	FALSE	0.542760339	-0.153922977	0.00807142857142857
ATP6V1E1	ENSG00000131100	chr22	17592136	17628749	protein_coding	ATP6V1E1	ENSG00000131100	protein_coding	ENST00000253413	15.082	0.19891	0.514	FALSE	0.177631936	0.176445146	0.0344090909090909
ATP6V1E2	ENSG00000250565	chr2	46490750	46542577	protein_coding	ATP6V1E2	ENSG00000250565	protein_coding	ENST00000306448	8.5377	0.58564	1.229	FALSE	0.028890862	0.405903663	0
ATP6V1F	ENSG00000128524	chr7	128862856	128865847	protein_coding	ATP6V1F	ENSG00000128524	protein_coding	ENST00000492758	4.4512	0.67397	1.619	FALSE	0.245384334	0.069603354	0.0908333333333333
ATP6V1FNB	ENSG00000272899	chr7	128866330	128872047	protein_coding	RP11-309L24.4	ENSG00000272899	lincRNA	NA	NA	NA	NA	FALSE	NA	NA	NA
ATP6V1G1	ENSG00000136888	chr9	114587706	114598915	protein_coding	ATP6V1G1	ENSG00000136888	protein_coding	ENST00000374050	4.9686	0.40253	1.252	FALSE	0.392248317	NA	0.0958181818181818
ATP6V1G2	ENSG00000213760	chr6	31544444	31548427	protein_coding	ATP6V1G2	ENSG00000213760	protein_coding	ENST00000303892	8.4726	0.59013	1.238	FALSE	0.15668222	0.012434057	0.001
ATP6V1G2-DDX39B	ENSG00000254870	chr6	31530219	31546608	protein_coding	ATP6V1G2-DDX39B	ENSG00000254870	protein_coding	NA	NA	NA	NA	FALSE	NA	NA	NA
ATP6V1G3	ENSG00000151418	chr1	198523222	198540945	protein_coding	ATP6V1G3	ENSG00000151418	protein_coding	ENST00000281087	5.0498	0.39606	1.234	FALSE	0.022687692	0.325464467	0.1535
ATP6V1H	ENSG00000047249	chr8	53715543	53843558	protein_coding	ATP6V1H	ENSG00000047249	protein_coding	ENST00000359530	30.835	0.38917	0.631	FALSE	0.399944713	-0.668771572	0.0657142857142857
ATP7A	ENSG00000165240	chrX	77910656	78050395	protein_coding	ATP7A	ENSG00000165240	protein_coding	ENST00000341514	42.442	0.094246	0.216	FALSE	0.267298986	0.66034288	0.163527777777778
ATP7B	ENSG00000123191	chr13	51930436	52012125	protein_coding	ATP7B	ENSG00000123191	protein_coding	ENST00000242839	50.435	0.93189	1.188	FALSE	0.044059753	0.569953797	0.0163684210526316
ATP8A1	ENSG00000124406	chr4	42408373	42657105	protein_coding	ATP8A1	ENSG00000124406	protein_coding	ENST00000381668	77.211	0.23313	0.346	FALSE	0.439676223	-1.76781873	0.3357
ATP8A2	ENSG00000132932	chr13	25371974	26025851	protein_coding	ATP8A2	ENSG00000132932	protein_coding	ENST00000381655	73.672	0.44793	0.599	FALSE	0.338221309	-1.75204372	0.0689210526315789
ATP8B1	ENSG00000081923	chr18	57646426	57803315	protein_coding	ATP8B1	ENSG00000081923	protein_coding	ENST00000536015	70.576	0.4109	0.56	FALSE	0.161108429	-0.158941795	0.136958333333333
ATP8B2	ENSG00000143515	chr1	154325525	154351304	protein_coding	ATP8B2	ENSG00000143515	protein_coding	ENST00000368489	62.676	0.27124	0.407	FALSE	0.157327107	-0.810642683	0.178916666666667
ATP8B3	ENSG00000130270	chr19	1782075	1812276	protein_coding	ATP8B3	ENSG00000130270	protein_coding	ENST00000310127	59.275	0.79291	1.011	FALSE	0.003576519	0.737872112	0.000285714285714286
ATP8B4	ENSG00000104043	chr15	49858238	50182817	protein_coding	ATP8B4	ENSG00000104043	protein_coding	ENST00000284509	63.93	0.87596	1.094	FALSE	0.392767287	0.4076174	0.125588235294118
ATP9A	ENSG00000054793	chr20	51596514	51768390	protein_coding	ATP9A	ENSG00000054793	protein_coding	ENST00000338821	64.215	0.10901	0.205	FALSE	0.17091233	-1.995957572	0.0967142857142857
ATP9B	ENSG00000166377	chr18	79069285	79378287	protein_coding	ATP9B	ENSG00000166377	protein_coding	ENST00000426216	65.723	0.51732	0.689	FALSE	0.095143963	-2.133235373	0.03375
ATPAF1	ENSG00000123472	chr1	46632737	46673867	protein_coding	ATPAF1	ENSG00000123472	protein_coding	ENST00000576409	16.541	0.36272	0.716	FALSE	0.304816982	-0.001157228	0.133161290322581
ATPAF2	ENSG00000171953	chr17	17977409	18039209	protein_coding	ATPAF2	ENSG00000171953	protein_coding	ENST00000474627	15.201	0.92096	1.438	FALSE	0.133115662	0.137234463	0.00442857142857143
ATPSCKMT	ENSG00000150756	chr5	10225507	10249897	protein_coding	FAM173B	ENSG00000150756	protein_coding	ENST00000511437	12.218	1.064	1.662	FALSE	NA	0.405120656	0.012875
ATR	ENSG00000175054	chr3	142449007	142578733	protein_coding	ATR	ENSG00000175054	protein_coding	ENST00000350721	139.11	0.30912	0.399	TRUE	0.696057424	-1.784538898	0.04175
ATRAID	ENSG00000138085	chr2	27212027	27217178	protein_coding	ATRAID	ENSG00000138085	protein_coding	ENST00000380171	12.844	0.62288	1.124	FALSE	0.090316044	0.084596245	0
ATRIP	ENSG00000164053	chr3	48446710	48467645	protein_coding	ATRIP	ENSG00000282827	protein_coding	ENST00000320211	34.341	0.40767	0.637	FALSE	0.138780741	-0.487580455	0.039
ATRN	ENSG00000088812	chr20	3471018	3651118	protein_coding	ATRN	ENSG00000088812	protein_coding	ENST00000262919	80.745	0.11146	0.195	FALSE	0.348885303	-1.040900482	0.194459459459459
ATRNL1	ENSG00000107518	chr10	115093365	115948999	protein_coding	ATRNL1	ENSG00000107518	protein_coding	ENST00000355044	77.78	0.16714	0.266	FALSE	0.785284373	-2.002075104	0.0986944444444445
ATRX	ENSG00000085224	chrX	77504880	77786233	protein_coding	ATRX	ENSG00000085224	protein_coding	ENST00000373344	88.494	0.056501	0.119	FALSE	0.768191445	-0.781973228	0.170851851851852
ATXN1	ENSG00000124788	chr6	16299112	16761491	protein_coding	ATXN1	ENSG00000124788	protein_coding	ENST00000244769	24.572	0.12209	0.316	FALSE	0.832563526	-1.006208722	0.419203703703704
ATXN10	ENSG00000130638	chr22	45671798	45845307	protein_coding	ATXN10	ENSG00000130638	protein_coding	ENST00000252934	24.336	0.41091	0.697	FALSE	0.013184503	-0.347459996	0.1351875
ATXN1L	ENSG00000224470	chr16	71808439	71885268	protein_coding	ATXN1L	ENSG00000224470	protein_coding	ENST00000427980	20.639	0.096904	0.305	FALSE	0.495247455	NA	0.346795454545455
ATXN2	ENSG00000204842	chr12	111443485	111599676	protein_coding	ATXN2	ENSG00000204842	protein_coding	ENST00000377617	54.752	0.2009	0.333	FALSE	0.872313714	-0.92262775	0.317428571428571
ATXN2L	ENSG00000168488	chr16	28822999	28837237	protein_coding	ATXN2L	ENSG00000168488	protein_coding	ENST00000395547	54.358	0.05519	0.143	FALSE	0.330957968	-1.936609915	0.133333333333333
ATXN3	ENSG00000066427	chr14	92044496	92106621	protein_coding	ATXN3	ENSG00000066427	protein_coding	ENST00000393287	26.708	0.26209	0.492	FALSE	0.681306976	-0.12237148	0.180431818181818
ATXN3L	ENSG00000123594	chrX	13318647	13320053	protein_coding	ATXN3L	ENSG00000123594	protein_coding	ENST00000380622	NA	NA	NA	FALSE	0.001386148	2.034183771	0
ATXN7	ENSG00000163635	chr3	63863155	64003462	protein_coding	ATXN7	ENSG00000163635	protein_coding	ENST00000398590	32.06	0.15596	0.328	FALSE	0.45901663	-0.796259259	0.262545454545455
ATXN7L1	ENSG00000146776	chr7	105604772	105876599	protein_coding	ATXN7L1	ENSG00000146776	protein_coding	ENST00000419735	28.43	0.070348	0.221	FALSE	0.537691769	NA	0.26493023255814
ATXN7L2	ENSG00000162650	chr1	109483479	109492804	protein_coding	ATXN7L2	ENSG00000162650	protein_coding	ENST00000369870	24.287	0.1647	0.377	FALSE	0.307841277	-0.887941514	0.4075
ATXN7L3	ENSG00000087152	chr17	44191805	44200113	protein_coding	ATXN7L3	ENSG00000087152	protein_coding	ENST00000454077	24.223	0.041284	0.196	FALSE	0.215717775	-0.357142893	0.275421052631579
ATXN7L3B	ENSG00000253719	chr12	74537835	74545430	protein_coding	ATXN7L3B	ENSG00000253719	protein_coding	ENST00000519948	2.0039	0.49904	1.744	FALSE	0.065423029	NA	0.167483870967742
AUH	ENSG00000148090	chr9	91213815	91361918	protein_coding	AUH	ENSG00000148090	protein_coding	ENST00000375731	18.893	0.58223	0.964	FALSE	0.043234419	0.187689376	0.100285714285714
AUNIP	ENSG00000127423	chr1	25831913	25859458	protein_coding	AUNIP	ENSG00000127423	protein_coding	ENST00000374298	12.98	1.0016	1.579	FALSE	0.030914905	0.504467324	0
AUP1	ENSG00000115307	chr2	74526645	74529760	protein_coding	AUP1	ENSG00000115307	protein_coding	ENST00000377526	22.297	0.44848	0.761	FALSE	0.367239697	-0.230776252	0
AURKA	ENSG00000087586	chr20	56369389	56392337	protein_coding	AURKA	ENSG00000087586	protein_coding	ENST00000395909	19.806	0.15147	0.391	FALSE	0.191109207	0.026645178	0.126583333333333
AURKAIP1	ENSG00000175756	chr1	1373730	1375495	protein_coding	AURKAIP1	ENSG00000175756	protein_coding	ENST00000338370	6.0536	0.99115	1.77	FALSE	0.01477623	0.369040313	0.303
AURKB	ENSG00000178999	chr17	8204733	8210600	protein_coding	AURKB	ENSG00000178999	protein_coding	ENST00000585124	17.968	0.38959	0.732	FALSE	0.524730103	0.04163831	0
AURKC	ENSG00000105146	chr19	57230802	57235548	protein_coding	AURKC	ENSG00000105146	protein_coding	ENST00000302804	12.61	0.31721	0.726	FALSE	0.010911185	-0.579890246	0
AUTS2	ENSG00000158321	chr7	69598296	70793506	protein_coding	AUTS2	ENSG00000158321	protein_coding	ENST00000342771	51.991	0.13464	0.253	FALSE	0.998368801	-1.963042912	0.219
AVEN	ENSG00000169857	chr15	33858782	34075155	protein_coding	AVEN	ENSG00000169857	protein_coding	ENST00000306730	15.461	0.90552	1.414	FALSE	0.037575836	0.532268927	0.112833333333333
AVIL	ENSG00000135407	chr12	57797376	57818704	protein_coding	AVIL	ENSG00000135407	protein_coding	ENST00000257861	50.808	0.57078	0.778	FALSE	0.110773027	0.768291669	0.122
AVL9	ENSG00000105778	chr7	32495426	32588726	protein_coding	AVL9	ENSG00000105778	protein_coding	ENST00000318709	34.179	0.32184	0.533	FALSE	0.207787031	-0.109723776	0.120761904761905
AVP	ENSG00000101200	chr20	3082556	3084724	protein_coding	AVP	ENSG00000101200	protein_coding	ENST00000380293	4.1596	0.48081	1.452	FALSE	0.229729653	NA	0
AVPI1	ENSG00000119986	chr10	97677424	97687241	protein_coding	AVPI1	ENSG00000119986	protein_coding	ENST00000370626	4.7749	1.2566	1.893	FALSE	0.049222593	1.05464762	0.0845833333333333
AVPR1A	ENSG00000166148	chr12	63142759	63151201	protein_coding	AVPR1A	ENSG00000166148	protein_coding	ENST00000299178	14.087	0.78088	1.292	FALSE	0.145508661	0.143948573	0.0264444444444444
AVPR1B	ENSG00000198049	chr1	206106936	206117699	protein_coding	AVPR1B	ENSG00000198049	protein_coding	ENST00000367126	11.728	0.59686	1.121	FALSE	0.082209183	0.438854089	0.00328571428571429
AVPR2	ENSG00000126895	chrX	153902531	153907166	protein_coding	AVPR2	ENSG00000126895	protein_coding	ENST00000358927	6.6315	0.15079	0.715	FALSE	0.577522936	1.340156503	0.022
AWAT1	ENSG00000204195	chrX	70234655	70240659	protein_coding	AWAT1	ENSG00000204195	protein_coding	ENST00000374521	11.023	0.63506	1.192	FALSE	0.058783311	0.012857777	0.0366666666666667
AWAT2	ENSG00000147160	chrX	70040542	70049938	protein_coding	AWAT2	ENSG00000147160	protein_coding	ENST00000276101	10.911	0.27496	0.711	FALSE	0.053392976	0.071223414	0.0672142857142857
AXDND1	ENSG00000162779	chr1	179365720	179554735	protein_coding	AXDND1	ENSG00000162779	protein_coding	ENST00000367618	60.487	0.77702	0.991	FALSE	0.018165173	0.146594101	NA
AXIN1	ENSG00000103126	chr16	287440	352723	protein_coding	AXIN1	ENSG00000103126	protein_coding	ENST00000262320	35.826	0.2233	0.403	FALSE	0.853904353	-0.015854459	0.1542
AXIN2	ENSG00000168646	chr17	65528563	65561648	protein_coding	AXIN2	ENSG00000168646	protein_coding	ENST00000307078	33.171	0.21102	0.396	FALSE	0.837375797	0.124102286	0.1403125
AXL	ENSG00000167601	chr19	41219223	41261766	protein_coding	AXL	ENSG00000167601	protein_coding	ENST00000301178	47.285	0.27493	0.437	FALSE	0.122230241	-0.392149854	0.136315789473684
AZGP1	ENSG00000160862	chr7	99966720	99976042	protein_coding	AZGP1	ENSG00000160862	protein_coding	ENST00000292401	10.583	0.85045	1.475	FALSE	0.002916954	0.095840906	0.0086
AZI2	ENSG00000163512	chr3	28315003	28349050	protein_coding	AZI2	ENSG00000163512	protein_coding	ENST00000479665	19.142	0.36568	0.687	FALSE	0.295886999	0.022114763	0.09935
AZIN1	ENSG00000155096	chr8	102826111	102893864	protein_coding	AZIN1	ENSG00000155096	protein_coding	ENST00000337198	20.032	0.049921	0.237	FALSE	0.715198945	-0.394787961	0.311128205128205
AZIN2	ENSG00000142920	chr1	33081104	33123492	protein_coding	AZIN2	ENSG00000142920	protein_coding	NA	NA	NA	NA	FALSE	0.073287153	NA	NA
AZU1	ENSG00000172232	chr19	825097	832018	protein_coding	AZU1	ENSG00000172232	protein_coding	ENST00000233997	7.7371	0.90474	1.642	FALSE	0.002495752	0.726434352	NA
B2M	ENSG00000166710	chr15	44711487	44718851	protein_coding	B2M	ENSG00000166710	protein_coding	ENST00000558401	6.6919	0.14943	0.709	FALSE	0.013925549	-0.086129591	0.0284444444444444
B3GALNT1	ENSG00000169255	chr3	161083883	161105411	protein_coding	B3GALNT1	ENSG00000169255	protein_coding	ENST00000392781	11.859	0.50595	0.999	FALSE	0.115257385	-0.237491784	0.0805
B3GALNT2	ENSG00000162885	chr1	235447190	235504452	protein_coding	B3GALNT2	ENSG00000162885	protein_coding	ENST00000366600	27.407	0.5473	0.843	FALSE	0.057844889	-0.248115401	0.193478260869565
B3GALT1	ENSG00000172318	chr2	167868948	167874041	protein_coding	B3GALT1	ENSG00000172318	protein_coding	ENST00000392690	11.476	0.4357	0.916	FALSE	0.454277514	-0.307470354	0.213305555555556
B3GALT2	ENSG00000162630	chr1	193178730	193186613	protein_coding	B3GALT2	ENSG00000162630	protein_coding	ENST00000367434	16.141	0.1239	0.39	FALSE	0.261822138	-0.617535715	0.335076923076923
B3GALT4	ENSG00000235863	chr6	33277123	33284832	protein_coding	B3GALT4	ENSG00000235863	protein_coding	ENST00000451237	14.306	0.34951	0.735	FALSE	0.016282049	-0.700325313	0
B3GALT5	ENSG00000183778	chr21	39556442	39673137	protein_coding	B3GALT5	ENSG00000183778	protein_coding	ENST00000380620	6.9185	1.0118	1.757	FALSE	0.004441095	-0.337618009	0.0465806451612903
B3GALT6	ENSG00000176022	chr1	1232237	1235041	protein_coding	B3GALT6	ENSG00000176022	protein_coding	ENST00000379198	5.3202	0.56389	1.425	FALSE	0.021945146	NA	0.011625
B3GALT9	ENSG00000214654	chr9	120792403	120799918	protein_coding	RP11-27I1.4	ENSG00000214654	transcribed_processed_pseudogene	NA	NA	NA	NA	FALSE	NA	NA	NA
B3GAT1	ENSG00000109956	chr11	134378504	134412242	protein_coding	B3GAT1	ENSG00000109956	protein_coding	ENST00000524765	14.239	0.28093	0.643	FALSE	0.382171167	-0.555834419	0.127896551724138
B3GAT2	ENSG00000112309	chr6	70856679	70957060	protein_coding	B3GAT2	ENSG00000112309	protein_coding	ENST00000230053	10.647	0.75136	1.352	FALSE	0.224931204	-0.47679488	0.0941315789473684
