Gene	gene_id	type	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	x_class	Balaton.consensus.calls	Cotton_AR	Tuk_Skew_AR	Tuk_SC_AR	garieri_AR	sauteraud_AR	mean_AR_public
WNK3	ENSG00000196632	protein_coding	chrX	54192823	54358642	WNK3	ENSG00000196632	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
WWC3	ENSG00000047644	protein_coding	chrX	10015254	10144474	WWC3	ENSG00000047644	protein_coding	Single-copy	Mostly S	0.07	0	NA	NA	0.042961928	0.037653976
XACT	ENSG00000241743	lncRNA	chrX	113616300	114059289	XACT	ENSG00000241743	lincRNA	Single-copy	NA	NA	NA	NA	NA	NA	NA
XAGE1A	ENSG00000204379	protein_coding	chrX	52495808	52500812	XAGE1A	ENSG00000204379	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
XAGE1B	ENSG00000204382	protein_coding	chrX	52512077	52520803	XAGE1B	ENSG00000204382	protein_coding	Ampliconic	NA	NA	NA	NA	NA	NA	NA
XAGE2	ENSG00000155622	protein_coding	chrX	52369021	52375680	XAGE2	ENSG00000155622	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
XAGE3	ENSG00000171402	protein_coding	chrX	52862525	52868083	XAGE3	ENSG00000171402	protein_coding	Multicopy	No call	NA	NA	NA	NA	NA	NA
XAGE5	ENSG00000171405	protein_coding	chrX	52811287	52818301	XAGE5	ENSG00000171405	protein_coding	Ampliconic	No call	NA	NA	NA	NA	NA	NA
XG	ENSG00000124343	protein_coding	chrX	2752040	2816500	XG	ENSG00000124343	protein_coding	Single-copy	PAR	0.49	NA	NA	0.807066715096055	NA	0.648533357548027
XIAP	ENSG00000101966	protein_coding	chrX	123859724	123913976	XIAP	ENSG00000101966	protein_coding	Single-copy	S	0.03	0.0416666666666667	0.0583333333333333	0	0.016498343	0.0292996686
XIST	ENSG00000229807	lncRNA	chrX	73820649	73852723	XIST	ENSG00000229807	lincRNA	Single-copy	Mostly S	NA	1	0.996665608129565	0.994578897830092	0.024297151	0.753885414239914
XK	ENSG00000047597	protein_coding	chrX	37685791	37732130	XK	ENSG00000047597	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
XKRX	ENSG00000182489	protein_coding	chrX	100913445	100929433	XKRX	ENSG00000182489	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
XPNPEP2	ENSG00000122121	protein_coding	chrX	129738949	129769536	XPNPEP2	ENSG00000122121	protein_coding	Single-copy	Discordant	0.19	NA	NA	NA	NA	0.19
YIPF6	ENSG00000181704	protein_coding	chrX	68498562	68537282	YIPF6	ENSG00000181704	protein_coding	Single-copy	S	0.02	NA	NA	NA	0.23783687	0.128918435
YY2	ENSG00000230797	protein_coding	chrX	21855987	21858740	YY2	ENSG00000230797	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
ZBED1	ENSG00000214717	protein_coding	chrX	2486414	2500976	ZBED1	ENSG00000214717	protein_coding	PAR	PAR	NA	0.64	0.583512544802867	0.602180196738265	0.728005829	0.638424642635283
ZBTB33	ENSG00000177485	protein_coding	chrX	120250752	120258398	ZBTB33	ENSG00000177485	protein_coding	Single-copy	S	0.05	0	NA	NA	0.016551422	0.0221838073333333
ZC3H12B	ENSG00000102053	protein_coding	chrX	65366638	65507887	ZC3H12B	ENSG00000102053	protein_coding	Single-copy	Discordant	0.17	NA	NA	NA	NA	0.17
ZC4H2	ENSG00000126970	protein_coding	chrX	64915802	65034713	ZC4H2	ENSG00000126970	protein_coding	Single-copy	S	0	0	NA	NA	0.042940753	0.0143135843333333
ZCCHC12	ENSG00000174460	protein_coding	chrX	118823824	118826968	ZCCHC12	ENSG00000174460	protein_coding	Multicopy	S	NA	NA	NA	NA	NA	NA
ZCCHC13	ENSG00000187969	protein_coding	chrX	74304180	74305034	ZCCHC13	ENSG00000187969	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
ZCCHC18	ENSG00000166707	protein_coding	chrX	104112131	104115842	ZCCHC18	ENSG00000166707	protein_coding	Multicopy	Mostly S	NA	NA	NA	NA	NA	NA
ZDHHC15	ENSG00000102383	protein_coding	chrX	75368427	75523502	ZDHHC15	ENSG00000102383	protein_coding	Single-copy	S	0.07	NA	NA	NA	NA	0.07
ZDHHC9	ENSG00000188706	protein_coding	chrX	129803288	129843909	ZDHHC9	ENSG00000188706	protein_coding	Single-copy	S	0.02	0	NA	NA	0.049590583	0.023196861
ZFP92	ENSG00000189420	protein_coding	chrX	153411472	153426481	ZFP92	ENSG00000189420	protein_coding	Single-copy	No call	NA	NA	NA	NA	NA	NA
ZFX	ENSG00000005889	protein_coding	chrX	24149173	24216255	ZFX	ENSG00000005889	protein_coding	Single-copy	E	0.58	0.657142857142857	NA	0.70269860702227	0.611420724	0.637815547041282
ZIC3	ENSG00000156925	protein_coding	chrX	137566127	137577691	ZIC3	ENSG00000156925	protein_coding	Single-copy	S	NA	NA	NA	NA	NA	NA
ZMAT1	ENSG00000166432	protein_coding	chrX	101882288	101932079	ZMAT1	ENSG00000166432	protein_coding	Single-copy	Mostly S	0.1	NA	NA	NA	NA	0.1
ZMYM3	ENSG00000147130	protein_coding	chrX	71239624	71255146	ZMYM3	ENSG00000147130	protein_coding	Single-copy	S	0.01	NA	NA	NA	0.004462162	0.007231081
ZNF157	ENSG00000147117	protein_coding	chrX	47370578	47414498	ZNF157	ENSG00000147117	protein_coding	Multicopy	Discordant	0.33	NA	NA	NA	NA	0.33
ZNF182	ENSG00000147118	protein_coding	chrX	47974851	48003989	ZNF182	ENSG00000147118	protein_coding	Multicopy	S	0	NA	NA	NA	0	0
ZNF185	ENSG00000147394	protein_coding	chrX	152914442	152973480	ZNF185	ENSG00000147394	protein_coding	Multicopy	Mostly S	0.07	NA	NA	NA	NA	0.07
ZNF275	ENSG00000063587	protein_coding	chrX	153334147	153360110	ZNF275	ENSG00000063587	protein_coding	Multicopy	S	0.02	0	NA	0.00108417416061579	0.019843383	0.0102318892901539
ZNF280C	ENSG00000056277	protein_coding	chrX	130202707	130268899	ZNF280C	ENSG00000056277	protein_coding	Multicopy	Mostly S	0.08	NA	NA	NA	NA	0.08
ZNF41	ENSG00000147124	protein_coding	chrX	47445178	47483222	ZNF41	ENSG00000147124	protein_coding	Multicopy	S	0.01	NA	NA	0.00132098078436682	0.010967865	0.00742961526145561
ZNF449	ENSG00000173275	protein_coding	chrX	135344796	135363413	ZNF449	ENSG00000173275	protein_coding	Multicopy	S	0.01	0	NA	NA	NA	0.005
ZNF630	ENSG00000221994	protein_coding	chrX	47983356	48071658	ZNF630	ENSG00000221994	protein_coding	Multicopy	Mostly S	0	NA	NA	NA	NA	0
ZNF674	ENSG00000251192	protein_coding	chrX	46497725	46545457	ZNF674	ENSG00000251192	protein_coding	Multicopy	S	0.03	NA	NA	0.00305883291166686	NA	0.0165294164558334
ZNF711	ENSG00000147180	protein_coding	chrX	85243991	85273362	ZNF711	ENSG00000147180	protein_coding	Multicopy	Discordant	0.08	NA	NA	NA	NA	0.08
ZNF75D	ENSG00000186376	protein_coding	chrX	135248920	135344109	ZNF75D	ENSG00000186376	protein_coding	Multicopy	S	0.01	0	NA	NA	0.029265737	0.013088579
ZNF81	ENSG00000197779	protein_coding	chrX	47836902	48002561	ZNF81	ENSG00000197779	protein_coding	Multicopy	Mostly S	0.01	NA	NA	0	NA	0.005
ZRSR2	ENSG00000169249	protein_coding	chrX	15790472	15823260	ZRSR2	ENSG00000169249	protein_coding	Single-copy	E	0.57	0.388888888888889	NA	0.68215652466462	NA	0.54701513785117
ZXDA	ENSG00000198205	protein_coding	chrX	57905430	57910458	ZXDA	ENSG00000198205	protein_coding	Ampliconic	S	NA	NA	NA	NA	NA	NA
ZXDB	ENSG00000198455	protein_coding	chrX	57592011	57597477	ZXDB	ENSG00000198455	protein_coding	Ampliconic	S	NA	0	NA	NA	0	0
